LoanID,Age,Income,LoanAmount,CreditScore,InterestRate,DTIRatio,Risk_Category,DefaultStatus,Income_Segment,Loan_Size_Category,Customer_Age_Group,Compliance_Status
SO8H0AQK9A,34,146364.00,243719.00,555,2.37,0.63,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
8ZNCDUVO9N,57,39476.00,74426.00,718,18.14,0.62,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
WOEHAUDOSH,50,86461.00,128874.00,602,20.58,0.75,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
XKFYZZZ8BE,26,48143.00,24854.00,435,21.35,0.33,"Low Risk",0,"Middle Income","Small Loan","Young Customers",Compliant
0FIBUHRZK0,60,143376.00,210111.00,307,21.88,0.72,"High Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
A09C1UYOND,65,109863.00,23012.00,802,13.20,0.42,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
8ZVJNGSJ0Y,56,60506.00,226352.00,505,18.01,0.38,"Medium Risk",1,"Middle Income","Large Loan","Senior Customers",Compliant
V9IKY9LOGX,46,130449.00,100266.00,341,18.26,0.85,"High Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
1JWXFG8KCH,59,139807.00,122762.00,794,10.11,0.36,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
2VXYOAD56R,43,48279.00,118998.00,571,15.03,0.29,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
BLGKON7RQ0,52,89486.00,20728.00,848,12.85,0.59,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
UHKH4NXL4Q,67,123299.00,233487.00,624,6.10,0.18,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
WYXDESH6C2,42,106797.00,242028.00,427,3.81,0.46,"Low Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
8J26MNADBX,41,134204.00,189185.00,675,8.55,0.70,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
7TOUMQQO03,30,119467.00,142355.00,630,10.92,0.40,"Medium Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
82CKAMDOX0,24,131393.00,140113.00,320,11.08,0.34,"Low Risk",0,"High Income","Medium Loan","Young Customers","Policy Exception"
LQZH24AJ6L,53,77583.00,179212.00,420,20.42,0.49,"Low Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
0T2CBGI7RB,62,124174.00,80143.00,494,17.19,0.36,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
I7WYK79DCP,37,52295.00,104156.00,514,5.72,0.49,"Medium Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
7L9XC4389F,18,79231.00,157380.00,776,13.71,0.89,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
ADOCQOMUKZ,25,78243.00,222966.00,616,18.66,0.74,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
Y11NBU2K5Q,63,88324.00,15440.00,501,18.59,0.26,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
I8JAYTQDXL,33,79201.00,217455.00,459,23.06,0.17,"Low Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
WIBVLKG16A,31,146965.00,32296.00,687,3.34,0.51,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
B2GE5UH4PL,29,60231.00,108847.00,364,8.76,0.84,"High Risk",0,"Middle Income","Medium Loan","Young Customers","Policy Exception"
C7AOPY7VOY,68,92660.00,202389.00,824,13.71,0.51,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
DAJBVDU7EC,40,85694.00,50722.00,827,6.01,0.53,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
EGA8S6JSQ7,32,72104.00,55257.00,771,2.25,0.23,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
6E05XIV43Q,45,113966.00,241109.00,769,8.93,0.43,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
CIP26P4SY5,51,65738.00,40224.00,530,18.54,0.16,"Low Risk",0,"Middle Income","Small Loan","Senior Customers",Compliant
6HIKVQSY6R,19,90296.00,14357.00,541,15.69,0.15,"Low Risk",0,"High Income","Small Loan","Young Customers",Compliant
08GN4X38KU,49,99272.00,133880.00,425,7.07,0.59,"High Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
MZH5E8WTE8,40,85946.00,20737.00,350,19.67,0.23,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
4ADU9I7PMB,39,120980.00,93703.00,415,20.87,0.12,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
PBJZ9UJY6G,68,145503.00,183534.00,316,18.11,0.44,"Low Risk",1,"High Income","Large Loan","Senior Customers","Policy Exception"
0ZL7AFN3SZ,42,63648.00,220167.00,684,2.73,0.72,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
AW9CSCN1TJ,39,49381.00,138288.00,348,7.78,0.44,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers","Policy Exception"
FLUPWAVJZ6,39,57128.00,18767.00,328,2.07,0.23,"Low Risk",0,"Middle Income","Small Loan","Middle Age Customers",Compliant
3T3RRANZ2B,66,139669.00,215085.00,563,14.31,0.26,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
F5KDTCYQ7O,69,17779.00,115520.00,775,10.37,0.61,"Low Risk",0,"Low Income","Medium Loan","Senior Customers",Compliant
TCEOP82321,59,110815.00,46704.00,700,17.96,0.51,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
9997EPWAY6,23,92689.00,237221.00,671,8.10,0.60,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
RVJ4WQ45XO,32,18881.00,58835.00,658,8.18,0.65,"Low Risk",0,"Low Income","Medium Loan","Middle Age Customers",Compliant
4F1P5OAB06,60,100452.00,170578.00,656,6.88,0.47,"Medium Risk",0,"High Income","Large Loan","Senior Customers",Compliant
GYUZSU6E2U,54,55135.00,87353.00,614,21.90,0.49,"Medium Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
KSDVJBK6WI,50,89376.00,191758.00,774,8.30,0.79,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
IKILYWC4L2,25,101427.00,108922.00,676,21.20,0.39,"Medium Risk",1,"High Income","Medium Loan","Young Customers",Compliant
ZAPOU56JEB,61,60507.00,220267.00,413,18.30,0.88,"High Risk",0,"Middle Income","Large Loan","Senior Customers","Policy Exception"
Z7RNBCJ5HF,61,108552.00,141001.00,341,18.05,0.42,"Low Risk",0,"High Income","Medium Loan","Senior Customers","Policy Exception"
E6HZS2CVK4,22,78113.00,152672.00,648,10.59,0.55,"Low Risk",1,"High Income","Large Loan","Young Customers",Compliant
HDM7GVM9VU,56,106316.00,73398.00,524,17.30,0.62,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
H28KV9FZ2D,21,78230.00,232830.00,706,9.06,0.56,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
XCUFVHU6C1,23,15814.00,73988.00,628,3.24,0.65,"Low Risk",0,"Low Income","Medium Loan","Young Customers",Compliant
VWB3DHVUBT,62,90557.00,19857.00,779,3.91,0.87,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
JQLHCLIRJ8,49,26696.00,90047.00,781,20.74,0.22,"Low Risk",0,"Low Income","Medium Loan","Middle Age Customers",Compliant
9BBXTKYWKK,69,36168.00,13701.00,398,11.41,0.20,"Low Risk",0,"Middle Income","Small Loan","Senior Customers",Compliant
LLE4ZO7VKV,47,140757.00,231436.00,466,13.37,0.47,"Low Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
O1TT4Z53A6,64,142060.00,198720.00,793,12.87,0.16,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
PBJGPNOQFE,52,110661.00,30709.00,741,13.57,0.84,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
Y6R0PXFUSJ,57,23490.00,116825.00,421,3.95,0.46,"Low Risk",0,"Low Income","Medium Loan","Senior Customers","Policy Exception"
XVABFX4BBA,69,130068.00,248637.00,557,6.21,0.43,"Medium Risk",0,"High Income","Large Loan","Senior Customers",Compliant
S0OSXNVQRQ,33,63936.00,128106.00,405,13.23,0.33,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers","Policy Exception"
SIL0VK60D9,30,125285.00,172313.00,635,22.31,0.17,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
YA5JWU4W4B,67,122002.00,33590.00,752,11.17,0.80,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
TOVXGIYX69,59,86457.00,150806.00,809,8.98,0.34,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
MOW7KS3FS6,47,137810.00,225508.00,325,13.11,0.13,"Low Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
JD3KD78VZ6,36,25188.00,160349.00,452,19.17,0.18,"Low Risk",1,"Low Income","Large Loan","Middle Age Customers","Policy Exception"
QZ0KFP3JNZ,34,24114.00,116312.00,582,3.73,0.70,"Low Risk",0,"Low Income","Medium Loan","Middle Age Customers",Compliant
1O3ZJ8ENWF,36,128417.00,45269.00,432,9.11,0.83,"High Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
SOC12VRRCH,45,16293.00,96872.00,420,7.78,0.54,"High Risk",1,"Low Income","Medium Loan","Middle Age Customers",Compliant
744OP232P2,43,131626.00,54614.00,301,2.72,0.39,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
1XV7YYXGTH,54,96439.00,105579.00,711,5.70,0.47,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
QSU5U973BA,43,121216.00,188407.00,348,15.92,0.39,"Low Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
WB27GM6TD7,40,97941.00,117413.00,675,4.58,0.45,"Medium Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
H0Q37VH6VJ,26,72181.00,10592.00,563,22.72,0.51,"Low Risk",0,"High Income","Small Loan","Young Customers",Compliant
F0HAO2EHFA,29,103036.00,209538.00,337,19.77,0.46,"Low Risk",0,"High Income","Large Loan","Young Customers","Policy Exception"
QXU2J51UF8,18,108968.00,49135.00,673,21.54,0.50,"Medium Risk",0,"High Income","Small Loan","Young Customers",Compliant
P5LXL995UO,18,50554.00,97542.00,806,11.42,0.61,"Low Risk",1,"Middle Income","Medium Loan","Young Customers",Compliant
1UJPZJ4KJU,64,138307.00,94549.00,532,15.40,0.29,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
2X6DJ0BNFW,51,103065.00,207731.00,672,4.24,0.25,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
E1HN7JAARQ,49,138243.00,232585.00,409,3.51,0.58,"High Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
N9B58VY9IC,65,82639.00,118648.00,574,17.90,0.16,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
Q9JVUI2DDV,42,133685.00,104776.00,590,12.67,0.84,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
FXGTZPSDZK,57,34621.00,156326.00,695,23.46,0.29,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
Q0A86TMJXL,62,71539.00,10118.00,514,11.59,0.44,"Medium Risk",0,"High Income","Small Loan","Senior Customers",Compliant
6C4RPPAFYT,18,43449.00,185965.00,794,20.46,0.58,"Low Risk",1,"Middle Income","Large Loan","Young Customers",Compliant
FCA7IAF2I3,33,109000.00,106103.00,707,15.06,0.42,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
J396ZXPKRH,56,70711.00,187625.00,694,3.87,0.55,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
508DQZY5TG,22,142369.00,190352.00,576,6.52,0.90,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
W1MUFP2YBD,39,25937.00,112770.00,645,16.85,0.67,"Low Risk",0,"Low Income","Medium Loan","Middle Age Customers",Compliant
GH70AUTPXF,46,20551.00,210598.00,766,8.69,0.53,"Low Risk",0,"Low Income","Large Loan","Middle Age Customers",Compliant
KS9672A4BM,20,98066.00,246464.00,778,3.69,0.67,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
Q2IQ1AAXBJ,29,144311.00,188525.00,479,12.17,0.39,"Low Risk",0,"High Income","Large Loan","Young Customers","Policy Exception"
91A41R49H3,43,37148.00,114770.00,310,6.87,0.60,"High Risk",0,"Middle Income","Medium Loan","Middle Age Customers","Policy Exception"
MQKG6FM6V2,33,113732.00,170565.00,517,5.41,0.65,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
V8MHR5EMP1,68,117750.00,49635.00,546,17.70,0.87,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
9G4UDULD2M,54,69821.00,86782.00,636,8.29,0.15,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
JPY5TLOY2L,39,39662.00,186856.00,733,21.85,0.83,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
BVBOHA68Q8,46,148500.00,20127.00,465,17.85,0.51,"High Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
034VZ3QOR6,31,51548.00,243295.00,549,15.76,0.22,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
J80SGCMOT6,45,90560.00,135269.00,405,2.08,0.85,"High Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
57PNK6I3ZO,22,53070.00,240525.00,646,19.45,0.67,"Low Risk",1,"Middle Income","Large Loan","Young Customers",Compliant
833MZ80VSV,64,42052.00,206164.00,450,13.11,0.69,"High Risk",0,"Middle Income","Large Loan","Senior Customers","Policy Exception"
RQUUZPGSBQ,66,99175.00,221951.00,505,19.28,0.21,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
UT1HLSAQ5L,47,55265.00,128759.00,518,9.07,0.81,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
D4T1AWF4IG,63,139835.00,71477.00,427,6.13,0.69,"High Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
ZQWHZ2XBQ0,69,75574.00,142924.00,546,18.98,0.25,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
55ZQCTXEUT,22,121345.00,180591.00,407,3.40,0.18,"Low Risk",0,"High Income","Large Loan","Young Customers","Policy Exception"
CT07ZMFVHX,29,91516.00,159970.00,765,13.42,0.20,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
E0BDMWALSS,33,109642.00,90810.00,688,9.34,0.40,"Medium Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
BX5LWGBMQW,43,15445.00,5175.00,397,10.75,0.25,"Low Risk",0,"Low Income","Small Loan","Middle Age Customers",Compliant
RZCWRVXT2A,43,127212.00,243049.00,472,5.55,0.13,"Low Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
HIQXACHT8N,65,67849.00,175936.00,733,23.72,0.59,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
N26GUE9II3,38,82165.00,46860.00,634,15.52,0.28,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
1WI7TV5RW2,56,119186.00,161509.00,594,22.22,0.37,"Medium Risk",1,"High Income","Large Loan","Senior Customers",Compliant
XBDGIN9YPI,53,102634.00,114489.00,550,24.43,0.64,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
831K0N1BM2,50,112223.00,38924.00,441,15.81,0.51,"High Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
S9A2TQTC0F,47,40879.00,45804.00,644,20.68,0.78,"Low Risk",0,"Middle Income","Small Loan","Middle Age Customers",Compliant
B8U550PER7,54,125249.00,173565.00,599,24.19,0.43,"Medium Risk",0,"High Income","Large Loan","Senior Customers",Compliant
UJHLKHHL9Q,40,137087.00,13782.00,558,24.08,0.58,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
BLT4FKJRTI,27,138010.00,142201.00,780,11.44,0.37,"Low Risk",0,"High Income","Medium Loan","Young Customers",Compliant
CUCKB8NOX3,22,128615.00,26066.00,483,13.40,0.73,"High Risk",0,"High Income","Small Loan","Young Customers",Compliant
FMXE4L82Q2,53,24074.00,238069.00,622,5.34,0.60,"Low Risk",0,"Low Income","Large Loan","Senior Customers",Compliant
R3SGXCK9CN,51,39980.00,192286.00,381,18.91,0.17,"Low Risk",0,"Middle Income","Large Loan","Senior Customers","Policy Exception"
EJEXYSZJ8Y,69,73245.00,185360.00,781,13.00,0.88,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
1QREZ23BFF,48,35548.00,153279.00,835,7.39,0.38,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
VZKZHQQMB2,27,75667.00,149336.00,371,8.49,0.19,"Low Risk",0,"High Income","Medium Loan","Young Customers","Policy Exception"
8603E3J8Y8,36,22808.00,51900.00,380,23.70,0.47,"Low Risk",0,"Low Income","Medium Loan","Middle Age Customers",Compliant
YPUUZS41UD,49,135589.00,128230.00,773,22.94,0.39,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
457K8IFCP1,18,143478.00,112408.00,424,24.69,0.77,"High Risk",1,"High Income","Medium Loan","Young Customers","Policy Exception"
00L8XB9VA9,22,146194.00,43790.00,584,14.21,0.84,"Low Risk",0,"High Income","Small Loan","Young Customers",Compliant
CCTCSXYB17,62,38824.00,206325.00,707,4.29,0.79,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
ETX4NW3PC3,21,113705.00,190061.00,761,3.67,0.43,"Low Risk",1,"High Income","Large Loan","Young Customers",Compliant
7326QLBV35,33,42895.00,159752.00,406,13.60,0.12,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers","Policy Exception"
5UZ2JV41PA,41,56866.00,206388.00,411,14.30,0.11,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers","Policy Exception"
MVE5807AMX,33,98652.00,110922.00,486,16.13,0.42,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
FXP50D38B6,19,30510.00,26120.00,776,2.98,0.42,"Low Risk",0,"Middle Income","Small Loan","Young Customers",Compliant
GQLAS565WM,66,81362.00,217033.00,506,7.15,0.77,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
W1IJBZSQWS,45,55515.00,133379.00,325,5.80,0.67,"High Risk",0,"Middle Income","Medium Loan","Middle Age Customers","Policy Exception"
28ML6Y2JXW,49,149281.00,16351.00,342,22.79,0.24,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
6RP0FWGUN2,44,135454.00,199750.00,384,20.19,0.88,"High Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
SI3JRM9IQB,37,145897.00,90321.00,638,13.84,0.24,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
DH1P21YS6H,41,107066.00,35483.00,507,3.13,0.20,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
NYFNIG01X8,29,70149.00,64556.00,493,5.09,0.24,"Low Risk",1,"High Income","Medium Loan","Young Customers",Compliant
HMBDQXLO9A,67,136234.00,18825.00,807,2.02,0.24,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
UWVH30XKTA,52,56812.00,156829.00,325,11.02,0.63,"High Risk",0,"Middle Income","Large Loan","Senior Customers","Policy Exception"
CXUWYRLO78,50,62858.00,58552.00,541,10.55,0.21,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
HIAE5ED85G,50,94591.00,233127.00,783,13.86,0.19,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
AUTV12ZLFQ,68,66045.00,20293.00,521,17.31,0.56,"Low Risk",0,"Middle Income","Small Loan","Senior Customers",Compliant
MHVBT1OPV0,60,140677.00,65836.00,679,2.37,0.48,"Medium Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
769U41I5K1,54,90142.00,242756.00,439,17.08,0.71,"High Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
JYQ352CI5V,29,122442.00,57684.00,792,2.18,0.89,"Low Risk",0,"High Income","Medium Loan","Young Customers",Compliant
FRG0J5HRSC,20,20896.00,63256.00,802,18.00,0.48,"Low Risk",1,"Low Income","Medium Loan","Young Customers",Compliant
QNZ7ASVXI6,18,82127.00,48923.00,686,13.64,0.60,"Low Risk",0,"High Income","Small Loan","Young Customers",Compliant
ALRVTEC458,50,107508.00,147069.00,720,10.39,0.30,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
MGDT0VXWXZ,57,45872.00,74029.00,423,21.05,0.19,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
6U1SMYZH3L,27,63423.00,43951.00,686,11.83,0.29,"Low Risk",0,"Middle Income","Small Loan","Young Customers",Compliant
4XJA4V1WQV,60,76061.00,241499.00,843,15.44,0.28,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
ITBMPGF44I,61,102742.00,211095.00,409,7.37,0.44,"Low Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
5O85F7JNVB,46,113832.00,68969.00,802,24.23,0.54,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
S556VJ58WC,30,137123.00,169046.00,758,18.72,0.37,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
CCBQUDUPIY,29,69581.00,157894.00,571,6.25,0.13,"Low Risk",0,"Middle Income","Large Loan","Young Customers",Compliant
H200S2P0F0,48,87135.00,144283.00,471,9.95,0.86,"High Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
OCO8IKBYVG,63,91815.00,25013.00,608,21.82,0.45,"Medium Risk",0,"High Income","Small Loan","Senior Customers",Compliant
54FI4SHNET,19,78365.00,181841.00,409,14.80,0.69,"High Risk",0,"High Income","Large Loan","Young Customers","Policy Exception"
CDTJDS08A2,68,140095.00,88870.00,617,22.91,0.37,"Medium Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
EFVNO5HOVY,67,59176.00,88395.00,558,18.31,0.37,"Medium Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
MM3IZQEBBS,52,33958.00,247790.00,833,22.60,0.64,"Low Risk",1,"Middle Income","Large Loan","Senior Customers",Compliant
M02JX7GZD6,40,111741.00,57127.00,762,18.36,0.16,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
22LJK4OLB1,34,78292.00,115782.00,445,3.05,0.27,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
ZS1E6MLAHP,43,49812.00,130024.00,710,5.16,0.52,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
ODED3DOENT,25,26990.00,137843.00,387,15.82,0.58,"High Risk",1,"Low Income","Medium Loan","Young Customers","Policy Exception"
XBE5RXI6GU,46,111032.00,120563.00,732,14.93,0.41,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
0W7ZNWS7HZ,43,41110.00,60600.00,709,24.85,0.76,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
CXGUDWVGKO,27,115554.00,244213.00,503,13.69,0.39,"Medium Risk",0,"High Income","Large Loan","Young Customers",Compliant
258432LHBE,43,57436.00,135567.00,363,4.14,0.19,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers","Policy Exception"
SPPOBK9HC9,51,94991.00,18174.00,777,18.17,0.41,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
RIYKPEL1PS,68,101839.00,117792.00,820,24.96,0.42,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
ALPDY58DGC,58,132514.00,177094.00,449,16.72,0.62,"High Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
0XDG6EEKI1,24,36821.00,210620.00,326,16.17,0.18,"Low Risk",1,"Middle Income","Large Loan","Young Customers","Policy Exception"
F8GW3RDHCB,21,55574.00,86122.00,613,11.10,0.43,"Medium Risk",0,"Middle Income","Medium Loan","Young Customers",Compliant
M4YZST8M9E,67,39954.00,128364.00,691,4.08,0.62,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
DNN1KA3WGB,62,80052.00,81994.00,659,23.91,0.34,"Medium Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
U0GZR4Y0XM,28,123607.00,78506.00,635,19.96,0.65,"Low Risk",0,"High Income","Medium Loan","Young Customers",Compliant
B3H6Z2HVDD,46,43806.00,213229.00,763,17.54,0.59,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
1IK9A6QZ0N,53,119131.00,225852.00,624,5.85,0.31,"Medium Risk",0,"High Income","Large Loan","Senior Customers",Compliant
TF81I5EU68,42,107095.00,78860.00,466,14.26,0.17,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
GLEQ0C9CRX,38,25493.00,28060.00,395,23.91,0.18,"Low Risk",0,"Low Income","Small Loan","Middle Age Customers",Compliant
NCHU1U8D96,53,148934.00,158631.00,519,14.94,0.40,"Medium Risk",0,"High Income","Large Loan","Senior Customers",Compliant
XPFVGWK28M,27,83715.00,113194.00,552,18.16,0.70,"Low Risk",0,"High Income","Medium Loan","Young Customers",Compliant
5LLJIBIVHD,54,58091.00,85232.00,535,20.75,0.31,"Medium Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
P0PRC9Q0FY,26,82611.00,47555.00,574,22.18,0.25,"Low Risk",1,"High Income","Small Loan","Young Customers",Compliant
91OKTSSAW7,41,57156.00,109996.00,650,6.56,0.82,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
3B3QSC6TT3,52,84353.00,169207.00,785,2.41,0.44,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
SAYW0H738E,66,53116.00,203634.00,594,15.46,0.68,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
P3JUFHO6PK,52,132976.00,200185.00,330,9.33,0.18,"Low Risk",1,"High Income","Large Loan","Senior Customers","Policy Exception"
IZFNFJP2WB,65,78921.00,98335.00,680,14.58,0.57,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
07XXGWZA9B,53,75317.00,104886.00,657,9.72,0.57,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
ON1QKN5MBF,35,125863.00,245494.00,608,12.56,0.39,"Medium Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
YP32B8UWBO,66,104133.00,182916.00,817,10.32,0.30,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
M8AYVUZZT9,56,68640.00,206330.00,534,21.46,0.77,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
BPEOQ795UU,49,56133.00,187252.00,638,21.55,0.73,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
2BTWW74DLV,41,35595.00,94372.00,656,12.54,0.15,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
D37U2MYDA4,40,75957.00,74325.00,379,7.92,0.86,"High Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
U67AWK64TW,49,16677.00,87236.00,661,24.43,0.64,"Low Risk",1,"Low Income","Medium Loan","Middle Age Customers",Compliant
WGTGX6QU9S,54,130717.00,16878.00,382,14.42,0.23,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
9Q9Z7VOGBD,29,57457.00,214600.00,528,10.32,0.79,"Low Risk",0,"Middle Income","Large Loan","Young Customers",Compliant
